"uid","namedLocation","date","eventID","domainID","siteID","plotID","individualID","tagStatus","growthForm","plantStatus","stemDiameter","measurementHeight","height","baseCrownHeight","breakHeight","breakDiameter","maxCrownDiameter","ninetyCrownDiameter","canopyPosition","shape","basalStemDiameter","basalStemDiameterMsrmntHeight","maxBaseCrownDiameter","ninetyBaseCrownDiameter","remarks","recordedBy","measuredBy","dataQF"
"1353ac7e-fa8f-4ab4-a324-3d1358fdb223","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02041","ok","single bole tree","Live",10.1,130,7.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"791dc827-ac28-485d-9b34-578cbd9dbb6c","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02077","ok","single bole tree","Live, broken bole",29.2,130,15.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"05e07477-44eb-452c-9698-5da79bdcc305","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02044","ok","single bole tree","Live",58.5,130,41.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"a0250464-6fcb-4958-9dd6-b8d763ff1c4d","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02378","ok","single bole tree","Live",23.2,130,16.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"e02413b3-9a8d-46ca-aa06-4efb28a95a96","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02359","ok","single bole tree","Live",44.8,130,33,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"e78ba8e1-ccdf-45d8-ace2-a3ad37314820","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02010","ok","small tree","Live",2.3,130,2.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"1ce67be3-f790-40eb-9b74-f2cc73e4a06b","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02073","ok","single bole tree","Live",22.4,130,24.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"669506d0-26a0-426d-908b-3c6ecd685e3c","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02045","ok","sapling","Live",NA,NA,1.3,NA,NA,NA,NA,NA,NA,"",1.6,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"e824cd82-70bf-44db-bcc6-59e0f9844cd1","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02372","ok","sapling","Live",NA,NA,1.8,NA,NA,NA,NA,NA,NA,"",2.1,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"30058afa-744a-45ed-b65e-f327dd10f341","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02395","ok","sapling","Live",NA,NA,1.2,NA,NA,NA,NA,NA,NA,"",1.3,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"de970c7d-9929-414f-a3c1-f4c2fe94ee7b","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02064","ok","small shrub","Live",NA,NA,1.2,NA,NA,NA,0.6,0.5,NA,"cylinder",1.3,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"fbae3a26-2bf5-4ade-9c2f-5cd081d52f6c","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02021","ok","single bole tree","Live",45.2,130,38,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"a3c07aa8-8d71-42da-bed9-a748ce4ed298","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02019","ok","small tree","Live",1.8,130,0.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"32080b7f-c5bc-4cf7-ad26-32abda52a235","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02001","ok","sapling","Live",NA,NA,0.9,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"03fd7bc2-db8c-40cd-bdaf-ca602317aea7","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02034","ok","single bole tree","Live",25.4,130,18,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"0346eaf7-4462-4439-ace7-8d1ebe030304","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02393","ok","sapling","Live",NA,NA,1.1,NA,NA,NA,NA,NA,NA,"",1.2,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"cd879b94-5859-40e4-96d3-4b45b4f06c45","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02075","ok","single bole tree","Live",14,130,6.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"1ff75655-8be0-48d7-bff1-cf76c879bf27","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02095","ok","sapling","Live",NA,NA,0.6,NA,NA,NA,NA,NA,NA,"",1.3,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"6e80eb21-f11c-4eab-ae36-981bd8a575ae","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02097","ok","multi-bole tree","Live",15.6,130,5.6,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"c7f0e01c-5bcd-4f79-ab80-661f14c3dd69","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02047","ok","small shrub","Live",NA,NA,1,NA,NA,NA,1,0.8,NA,"oblate half-sphere",1,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"3a3a205c-9e34-4753-870f-7bea95b35caa","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02033","ok","single bole tree","Live",38,130,31.2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"ddded8e3-09c4-4302-ac24-fd54a0f529ef","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02377","ok","small shrub","Live",NA,NA,1,NA,NA,NA,2.1,1.4,NA,"oblate half-sphere",1.5,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"0cdd0577-8e01-4527-b9d9-42dda53a3e68","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02049","ok","single bole tree","Live",20.7,130,14,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"f6f74ea2-6099-4b66-8b20-72b6a2c0cbbe","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02004","ok","single bole tree","Dead, broken bole",46.2,130,6.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"98feb22a-fa8e-4803-9950-cbe4f1df8441","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02038","ok","multi-bole tree","Live",24.1,150,16.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"00031002-ccba-4846-9fda-c41f9c1100b1","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02068","ok","sapling","Live",NA,NA,1.3,NA,NA,NA,NA,NA,NA,"",1.7,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"e79a0eb7-ca49-431b-b798-77cac376b2f0","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02005","ok","small tree","Live",5,130,3.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"6b749666-47de-4e5e-8929-ec3be3143dc9","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02358","ok","single bole tree","Live",32.5,130,28.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"4bf1756f-9a43-4eb8-ab63-6e4e061543c6","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02074","ok","single bole tree","Live",14.3,130,5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"21a728a0-96e1-4cfb-a73d-d30686fc914b","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02096","ok","sapling","Live",NA,NA,1.3,NA,NA,NA,NA,NA,NA,"",1.7,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"54e709fa-8913-42aa-8b90-0ff601154d02","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02079","ok","single bole tree","Dead, broken bole",18.7,130,3.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Broken top","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"ae06d5d1-4501-430f-a5f7-373d389e210d","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02037","ok","single bole tree","Live",16.1,130,10.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"9a93d280-dd63-4490-b642-5132ac2d64b5","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02029","ok","single bole tree","Live",45.8,130,32.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"7c64092a-12ea-4352-a792-e9f108a08832","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02026","ok","single bole tree","Dead, broken bole",16.4,130,1.5,NA,1.5,12.6,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"87bd8da7-fee6-4cdd-ae8d-c1c373866710","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02396","ok","small tree","Live",3.2,130,3.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"1fc0ae9c-c587-44fc-a818-c6c7ea4a3f83","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03444","ok","single bole tree","Dead, broken bole",21.1,130,3.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Broken bole due to weather event during previous winter","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"4b22c73d-cae4-41c5-8987-b49586bfe95c","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03436","ok","small tree","Live, physically damaged",5.7,130,2.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Leaning; needle loss; Basal impact damage","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"d9f449d5-0019-4718-99e8-dd400d5b5f23","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03459","ok","single bole tree","Live",28.7,130,24.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Apparent topkill","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"ac78a1b7-80f8-429f-b902-2e1ac0916083","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03448","ok","single bole tree","Live",19.2,130,21.3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"d5aac249-dc33-4392-bae4-3a0c32340cde","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03429","ok","single bole tree","Live",39.7,130,31.8,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"Mechanical damage on lower bole","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"432aa62d-3ca6-4a09-a190-db7b9f297e5b","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03427","ok","single bole tree","Live",15.6,130,14.5,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
"acef997b-365f-4693-b181-f92f52701c96","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02025","ok","single bole tree","Live",44.4,130,35.1,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"2937a647-306c-41a4-9192-976a5b30e811","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02093","ok","small shrub","Live",NA,NA,1.3,NA,NA,NA,0.5,0.5,NA,"cylinder",1.3,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"8f75cb47-a974-4174-82c1-fabf10d833be","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02366","ok","single bole tree","Live, broken bole",16.8,130,13.3,NA,5.6,NA,NA,NA,NA,"",NA,NA,NA,NA,"Split bark","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"cd5956c1-a9de-4eec-810a-c4bfed48dfda","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02097","ok","multi-bole tree","Live",7.2,130,5.4,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"2097A","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"abd0d1a7-5511-4300-b2c1-e4ffd65867e7","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02016","ok","single bole tree","Live",33.8,130,13.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"314c4b40-aef1-4b67-be6b-fdf92b1d4ef7","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02039","ok","single bole tree","Live",45.3,130,36.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"0409fc9a-ee28-48ad-a363-0b5f26bc1009","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02370","ok","sapling","Live",NA,NA,1,NA,NA,NA,NA,NA,NA,"",1.1,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"505af959-851d-4606-b86d-fa5b94a6b295","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02050","ok","small tree","Live",2.4,130,2.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"db51259b-9df7-48b4-8ea3-30bb8bd610ea","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02385","ok","small tree","Live",2.3,130,2.7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"a8594091-3ece-427a-bb29-80c2d82df962","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02353","ok","sapling","Live",NA,NA,1,NA,NA,NA,NA,NA,NA,"",1,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"e09a80fe-e609-46dd-806a-68e4cc162918","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02078","ok","single bole tree","Live",28.1,130,20.9,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"b1a54444-466b-466f-9f59-e3b8c819273e","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02031","ok","sapling","Live",NA,NA,1.2,NA,NA,NA,NA,NA,NA,"",2.1,10,NA,NA,"","OqqU1CZip9fnMkwChdvw+TeVymaF1ZcYZSPCx88p1og=","Mvo1bt03JMTZR6DZIA23lJNZxcUJiaM9uFJUitaYL48=","legacyData"
"8c28d637-8bf3-4d06-9ab6-e05820e569a1","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02356","ok","sapling","Live",NA,NA,2,NA,NA,NA,NA,NA,NA,"",2.2,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"122536cc-5c06-43d3-83ec-dff2745e45b3","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02371","ok","sapling","Live",NA,NA,0.8,NA,NA,NA,NA,NA,NA,"",1,10,NA,NA,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"f10a5c6c-9f98-49fe-9a08-b4e6eee07d6e","WREF_071.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_071","NEON.PLA.D16.WREF.02066","ok","small shrub","Live",NA,NA,0.7,NA,NA,NA,0.6,0.5,NA,"inverted cone",1.5,10,0.3,0.1,"","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","rxvQRApCCKY/UVEtKW1BFeWgBpZ8J3yRI94VQnzKk1o=","legacyData"
"2f40868b-8e8f-4f9e-8ccb-35a137a1c54a","WREF_075.basePlot.vst","2017-11-01","vst_WREF_2017","D16","WREF","WREF_075","NEON.PLA.D16.WREF.03446","ok","single bole tree","Live, broken bole",16.2,130,11.9,NA,5.4,NA,NA,NA,NA,"",NA,NA,NA,NA,"New leader successfully recruited","8kXoOpAOzaUMpv0WDeMaGRfSZUXYrtMVEL8cHv62ER4=","n6C8QabM4GRwBBSExkcug8ZHbDzuixegaGvj2qZxMy8=","legacyData"
